IdTab_file,IdTab,Row,Column,Datapoint,factValue,qOOR
f_18.00.e,f_18.00.e,r0380,c0010,dp84910,2129337,
f_18.00.e,f_18.00.e,r0380,c0020,dp84912,2129337,
f_18.00.e,f_18.00.e,r0380,c0056,dp433949,2129337,
f_18.00.e,f_18.00.e,r0400,c0010,dp42599,17983628,
f_18.00.e,f_18.00.e,r0400,c0020,dp42601,17983628,
f_18.00.e,f_18.00.e,r0400,c0056,dp433901,17983628,
f_18.00.e,f_18.00.e,r0410,c0010,dp42651,2425931,
f_18.00.e,f_18.00.e,r0410,c0020,dp42653,2425931,
f_18.00.e,f_18.00.e,r0410,c0056,dp433976,2425931,
f_18.00.e,f_18.00.e,r0440,c0010,dp42565,152273,
f_18.00.e,f_18.00.e,r0440,c0020,dp42567,152273,
f_18.00.e,f_18.00.e,r0440,c0056,dp433852,152273,
f_18.00.e,f_18.00.e,r0450,c0010,dp84906,64166,
f_18.00.e,f_18.00.e,r0450,c0020,dp84908,64166,
f_18.00.e,f_18.00.e,r0450,c0056,dp433948,64166,
f_18.00.e,f_18.00.e,r0470,c0010,dp42595,2209491,
f_18.00.e,f_18.00.e,r0470,c0020,dp42597,2209491,
f_18.00.e,f_18.00.e,r0470,c0056,dp433900,2209491,
f_18.00.e,f_18.00.e,r0480,c0010,dp42663,300000,
f_18.00.e,f_18.00.e,r0480,c0020,dp42665,300000,
f_18.00.e,f_18.00.e,r0540,c0010,dp42603,300000,
f_18.00.e,f_18.00.e,r0540,c0020,dp42605,300000,
f_18.00.e,f_18.00.e,r0550,c0010,dp42659,22838895,
f_18.00.e,f_18.00.e,r0550,c0020,dp42661,22838895,
f_18.00.e,f_18.00.e,r0550,c0056,dp433978,22538895,
f_18.01,f_18.01,r0010,c0010,dp432792,0,
f_18.01,f_18.01,r0050,c0020,dp432956,-476000,
f_18.01,f_18.01,r0060,c0020,dp432928,-476000,
f_18.01,f_18.01,r0100,c0010,dp432842,804,
f_18.01,f_18.01,r0100,c0020,dp432849,-63,
f_18.01,f_18.01,r0130,c0010,dp429492,804,
f_18.01,f_18.01,r0130,c0020,dp429493,-476063,
f_18.01,f_18.01,r0150,c0010,dp433651,804,
f_18.01,f_18.01,r0150,c0020,dp433652,-476063,
f_18.02.a,f_18.02.a,r0010,c0010,dp431736,0,
f_18.02.a,f_18.02.a,r0070,c0010,dp431304,85906511,
f_18.02.a,f_18.02.a,r0070,c0030,dp431315,85906511,
f_18.02.a,f_18.02.a,r0070,c0040,dp431316,85906511,
f_18.02.a,f_18.02.a,r0080,c0010,dp431204,21708178,
f_18.02.a,f_18.02.a,r0080,c0030,dp431213,21708178,
f_18.02.a,f_18.02.a,r0080,c0040,dp431214,21708178,
f_18.02.a,f_18.02.a,r0090,c0010,dp431170,6288674,
f_18.02.a,f_18.02.a,r0090,c0030,dp431179,6288674,
f_18.02.a,f_18.02.a,r0090,c0040,dp431180,6288674,
f_18.02.b,f_18.02.b,r0070,c0310,dp432018,84645085,
f_18.02.b,f_18.02.b,r0080,c0310,dp5488951,21516556,
f_18.02.b,f_18.02.b,r0090,c0310,dp5488942,6207328,
f_19.00.a,f_19.00.a,r0330,c0010,dp110871,0,
f_20.01,f_20.01,r0010,c0010,dp10896,633858558,
f_20.01,f_20.01,r0010,c0020,dp10897,212967439,
f_20.01,f_20.01,r0020,c0010,dp32342,5284,
f_20.01,f_20.01,r0020,c0020,dp32349,1031180,
f_20.01,f_20.01,r0030,c0010,dp32230,530836576,
f_20.01,f_20.01,r0030,c0020,dp32231,87650472,
f_20.01,f_20.01,r0040,c0010,dp32242,103016699,
f_20.01,f_20.01,r0040,c0020,dp32243,124285786,
f_20.01,f_20.01,r0050,c0020,dp11103,1292390,
f_20.01,f_20.01,r0060,c0020,dp11102,1292390,
f_20.01,f_20.01,r0096,c0010,dp152723,20000,
f_20.01,f_20.01,r0096,c0020,dp152727,218,
f_20.01,f_20.01,r0097,c0010,dp152722,20000,
f_20.01,f_20.01,r0097,c0020,dp152726,218,
f_20.01,f_20.01,r0141,c0010,dp152852,16077197,
f_20.01,f_20.01,r0141,c0020,dp152856,377949184,
f_20.01,f_20.01,r0143,c0010,dp152850,16077197,
f_20.01,f_20.01,r0143,c0020,dp152854,377949184,
f_20.01,f_20.01,r0181,c0010,dp152227,156145193,
f_20.01,f_20.01,r0181,c0020,dp152230,308196798,
f_20.01,f_20.01,r0183,c0010,dp152228,156145193,
f_20.01,f_20.01,r0183,c0020,dp152231,308196798,
f_20.01,f_20.01,r0260,c0010,dp32345,15433279,
f_20.01,f_20.01,r0260,c0020,dp32352,9897656,
f_20.01,f_20.01,r0270,c0010,dp32344,9023445,
f_20.01,f_20.01,r0270,c0020,dp32351,34255505,
f_20.01,f_20.01,r0290,c0010,dp32346,12278262,
f_20.01,f_20.01,r0290,c0020,dp32353,2552183,
f_20.01,f_20.01,r0300,c0010,dp32341,7163807,
f_20.01,f_20.01,r0300,c0020,dp32348,4928914,
f_20.01,f_20.01,r0320,c0010,dp32340,849999740,
f_20.01,f_20.01,r0320,c0020,dp32347,952040287,
f_20.02,f_20.02,r0010,c0020,dp11327,1864457,
f_20.02,f_20.02,r0020,c0020,dp11326,1864457,
f_20.02,f_20.02,r0110,c0010,dp11431,798619791,
f_20.02,f_20.02,r0110,c0020,dp11435,779385167,
f_20.02,f_20.02,r0120,c0010,dp11430,776885579,
f_20.02,f_20.02,r0120,c0020,dp11434,771960776,
f_20.02,f_20.02,r0140,c0010,dp11432,21734212,
f_20.02,f_20.02,r0140,c0020,dp11436,7424392,
f_20.02,f_20.02,r0170,c0010,dp32580,5393083,
f_20.02,f_20.02,r0170,c0020,dp32586,52501,
f_20.02,f_20.02,r0180,c0010,dp32582,6960847,
f_20.02,f_20.02,r0180,c0020,dp32588,2034380,
f_20.02,f_20.02,r0200,c0010,dp32579,27707885,
f_20.02,f_20.02,r0200,c0020,dp32585,7453281,
f_20.02,f_20.02,r0220,c0010,dp32577,838681606,
f_20.02,f_20.02,r0220,c0020,dp32583,790789786,
f_20.03,f_20.03,r0010,c0010,dp33845,3796365,
f_20.03,f_20.03,r0010,c0020,dp33849,4640718,
f_20.03,f_20.03,r0020,c0010,dp33793,2659377,
f_20.03,f_20.03,r0020,c0020,dp33798,1056491,
f_20.03,f_20.03,r0040,c0020,dp33850,1,
f_20.03,f_20.03,r0050,c0010,dp33847,20803508,
f_20.03,f_20.03,r0050,c0020,dp33851,19926124,
f_20.03,f_20.03,r0060,c0010,dp33796,7407963,
f_20.03,f_20.03,r0060,c0020,dp33801,6075188,
f_20.03,f_20.03,r0070,c0010,dp10742,-8315,
f_20.03,f_20.03,r0070,c0020,dp10743,16111,
f_20.03,f_20.03,r0080,c0010,dp10672,33839,
f_20.03,f_20.03,r0080,c0020,dp10673,-121992,
f_20.03,f_20.03,r0083,c0020,dp152743,-3101,
f_20.03,f_20.03,r0130,c0010,dp33900,1110,
f_20.03,f_20.03,r0140,c0010,dp33848,288448,
f_20.03,f_20.03,r0140,c0020,dp33852,14610,
f_20.03,f_20.03,r0150,c0010,dp33797,340817,
f_20.03,f_20.03,r0150,c0020,dp33802,549393,
f_20.03,f_20.03,r0155,c0010,dp46610,14506799,
f_20.03,f_20.03,r0155,c0020,dp46611,16791399,
f_20.03,f_20.03,r0160,c0010,dp33795,16284889,
f_20.03,f_20.03,r0160,c0020,dp33800,12092794,
f_20.03,f_20.03,r0165,c0010,dp456079,120000,
f_20.03,f_20.03,r0170,c0010,dp57012,949818,
f_20.03,f_20.03,r0170,c0020,dp57013,862889,
f_20.03,f_20.03,r0180,c0010,dp33902,1335,
f_20.03,f_20.03,r0190,c0010,dp10614,-126991,
f_20.03,f_20.03,r0190,c0020,dp10615,48808,
f_20.03,f_20.03,r0250,c0010,dp33907,-2722253,
f_20.03,f_20.03,r0250,c0020,dp33918,3786908,
f_20.03,f_20.03,r0260,c0010,dp33910,823288,
f_20.03,f_20.03,r0260,c0020,dp33921,611666,
f_20.03,f_20.03,r0270,c0010,dp33908,-3545541,
f_20.03,f_20.03,r0270,c0020,dp33919,3175242,
f_20.03,f_20.03,r0290,c0010,dp57022,-3545541,
f_20.03,f_20.03,r0290,c0020,dp57023,3175242,
f_20.04,f_20.04,r0010,c0010,dp5487756,11531,eba_GA:LU
f_20.04,f_20.04,r0010,c0010,dp5487756,1263,eba_GA:CA
f_20.04,f_20.04,r0010,c0010,dp5487756,1663,eba_GA:PL
f_20.04,f_20.04,r0010,c0010,dp5487756,1979,eba_GA:PT
f_20.04,f_20.04,r0010,c0010,dp5487756,2390,eba_GA:NL
f_20.04,f_20.04,r0010,c0010,dp5487756,4036,eba_GA:HU
f_20.04,f_20.04,r0010,c0010,dp5487756,506481,eba_GA:CH
f_20.04,f_20.04,r0010,c0010,dp5487756,635,eba_GA:LI
f_20.04,f_20.04,r0010,c0010,dp5487756,762413,eba_GA:DE
f_20.04,f_20.04,r0010,c0011,dp5487731,11531,eba_GA:LU
f_20.04,f_20.04,r0010,c0011,dp5487731,1263,eba_GA:CA
f_20.04,f_20.04,r0010,c0011,dp5487731,1663,eba_GA:PL
f_20.04,f_20.04,r0010,c0011,dp5487731,1979,eba_GA:PT
f_20.04,f_20.04,r0010,c0011,dp5487731,2390,eba_GA:NL
f_20.04,f_20.04,r0010,c0011,dp5487731,4036,eba_GA:HU
f_20.04,f_20.04,r0010,c0011,dp5487731,506481,eba_GA:CH
f_20.04,f_20.04,r0010,c0011,dp5487731,635,eba_GA:LI
f_20.04,f_20.04,r0010,c0011,dp5487731,762413,eba_GA:DE
f_20.04,f_20.04,r0020,c0010,dp5487458,45732,eba_GA:CH
f_20.04,f_20.04,r0020,c0011,dp5487734,45732,eba_GA:CH
f_20.04,f_20.04,r0030,c0010,dp5487732,10684,eba_GA:LU
f_20.04,f_20.04,r0030,c0010,dp5487732,27212,eba_GA:DE
f_20.04,f_20.04,r0030,c0010,dp5487732,440366,eba_GA:CH
f_20.04,f_20.04,r0030,c0010,dp5487732,635,eba_GA:LI
f_20.04,f_20.04,r0030,c0011,dp5487733,10684,eba_GA:LU
f_20.04,f_20.04,r0030,c0011,dp5487733,27212,eba_GA:DE
f_20.04,f_20.04,r0030,c0011,dp5487733,440366,eba_GA:CH
f_20.04,f_20.04,r0030,c0011,dp5487733,635,eba_GA:LI
f_20.04,f_20.04,r0040,c0010,dp5487755,20000,eba_GA:DE
f_20.04,f_20.04,r0040,c0010,dp5487755,218,eba_GA:CH
f_20.04,f_20.04,r0060,c0010,dp5487728,218,eba_GA:CH
f_20.04,f_20.04,r0070,c0010,dp5487456,20000,eba_GA:DE
f_20.04,f_20.04,r0075,c0010,dp5487761,137742897,eba_GA:CH
f_20.04,f_20.04,r0075,c0010,dp5487761,15020682,eba_GA:US
f_20.04,f_20.04,r0075,c0010,dp5487761,27606,eba_GA:KR
f_20.04,f_20.04,r0075,c0010,dp5487761,307380,eba_GA:LI
f_20.04,f_20.04,r0075,c0010,dp5487761,3501722,eba_GA:FR
f_20.04,f_20.04,r0075,c0010,dp5487761,682515244,eba_GA:DE
f_20.04,f_20.04,r0075,c0010,dp5487761,6840613,eba_GA:GB
f_20.04,f_20.04,r0075,c0012,dp5487619,137742897,eba_GA:CH
f_20.04,f_20.04,r0075,c0012,dp5487619,15020682,eba_GA:US
f_20.04,f_20.04,r0075,c0012,dp5487619,27606,eba_GA:KR
f_20.04,f_20.04,r0075,c0012,dp5487619,307380,eba_GA:LI
f_20.04,f_20.04,r0075,c0012,dp5487619,3501722,eba_GA:FR
f_20.04,f_20.04,r0075,c0012,dp5487619,682515244,eba_GA:DE
f_20.04,f_20.04,r0075,c0012,dp5487619,6840613,eba_GA:GB
f_20.04,f_20.04,r0075,c0031,dp5487888,-102564,eba_GA:DE
f_20.04,f_20.04,r0075,c0031,dp5487888,-18025,eba_GA:US
f_20.04,f_20.04,r0075,c0031,dp5487888,-3,eba_GA:LI
f_20.04,f_20.04,r0075,c0031,dp5487888,-33,eba_GA:KR
f_20.04,f_20.04,r0075,c0031,dp5487888,-350,eba_GA:FR
f_20.04,f_20.04,r0075,c0031,dp5487888,-39027,eba_GA:CH
f_20.04,f_20.04,r0075,c0031,dp5487888,-6610,eba_GA:GB
f_20.04,f_20.04,r0080,c0010,dp5487754,10907048,eba_GA:AU
f_20.04,f_20.04,r0080,c0010,dp5487754,130466241,eba_GA:DE
f_20.04,f_20.04,r0080,c0010,dp5487754,14633604,eba_GA:CH
f_20.04,f_20.04,r0080,c0010,dp5487754,1544447,eba_GA:SE
f_20.04,f_20.04,r0080,c0010,dp5487754,16550578,eba_GA:LU
f_20.04,f_20.04,r0080,c0010,dp5487754,1720047,eba_GA:qx2000
f_20.04,f_20.04,r0080,c0010,dp5487754,17259975,eba_GA:CA
f_20.04,f_20.04,r0080,c0010,dp5487754,17989517,eba_GA:PL
f_20.04,f_20.04,r0080,c0010,dp5487754,20622169,eba_GA:AT
f_20.04,f_20.04,r0080,c0010,dp5487754,3702010,eba_GA:FI
f_20.04,f_20.04,r0080,c0010,dp5487754,41020234,eba_GA:NL
f_20.04,f_20.04,r0080,c0010,dp5487754,41242034,eba_GA:FR
f_20.04,f_20.04,r0080,c0010,dp5487754,68013021,eba_GA:US
f_20.04,f_20.04,r0080,c0010,dp5487754,9833160,eba_GA:ES
f_20.04,f_20.04,r0080,c0012,dp5487773,10907048,eba_GA:AU
f_20.04,f_20.04,r0080,c0012,dp5487773,130466241,eba_GA:DE
f_20.04,f_20.04,r0080,c0012,dp5487773,14633604,eba_GA:CH
f_20.04,f_20.04,r0080,c0012,dp5487773,1544447,eba_GA:SE
f_20.04,f_20.04,r0080,c0012,dp5487773,16550578,eba_GA:LU
f_20.04,f_20.04,r0080,c0012,dp5487773,1720047,eba_GA:qx2000
f_20.04,f_20.04,r0080,c0012,dp5487773,17259975,eba_GA:CA
f_20.04,f_20.04,r0080,c0012,dp5487773,17989517,eba_GA:PL
f_20.04,f_20.04,r0080,c0012,dp5487773,20622169,eba_GA:AT
f_20.04,f_20.04,r0080,c0012,dp5487773,3702010,eba_GA:FI
f_20.04,f_20.04,r0080,c0012,dp5487773,41020234,eba_GA:NL
f_20.04,f_20.04,r0080,c0012,dp5487773,41242034,eba_GA:FR
f_20.04,f_20.04,r0080,c0012,dp5487773,68013021,eba_GA:US
f_20.04,f_20.04,r0080,c0012,dp5487773,9833160,eba_GA:ES
f_20.04,f_20.04,r0080,c0031,dp5487932,-10484,eba_GA:CA
f_20.04,f_20.04,r0080,c0031,dp5487932,-11291,eba_GA:NL
f_20.04,f_20.04,r0080,c0031,dp5487932,-1542,eba_GA:CH
f_20.04,f_20.04,r0080,c0031,dp5487932,-16382,eba_GA:PL
f_20.04,f_20.04,r0080,c0031,dp5487932,-1656,eba_GA:LU
f_20.04,f_20.04,r0080,c0031,dp5487932,-19,eba_GA:SE
f_20.04,f_20.04,r0080,c0031,dp5487932,-2070,eba_GA:AT
f_20.04,f_20.04,r0080,c0031,dp5487932,-3282,eba_GA:AU
f_20.04,f_20.04,r0080,c0031,dp5487932,-34740,eba_GA:US
f_20.04,f_20.04,r0080,c0031,dp5487932,-4095,eba_GA:ES
f_20.04,f_20.04,r0080,c0031,dp5487932,-46951,eba_GA:DE
f_20.04,f_20.04,r0080,c0031,dp5487932,-47947,eba_GA:FR
f_20.04,f_20.04,r0080,c0031,dp5487932,-494,eba_GA:FI
f_20.04,f_20.04,r0080,c0031,dp5487932,-96,eba_GA:qx2000
f_20.04,f_20.04,r0100,c0010,dp5487433,17925477,eba_GA:FR
f_20.04,f_20.04,r0100,c0010,dp5487433,17989517,eba_GA:PL
f_20.04,f_20.04,r0100,c0010,dp5487433,20622169,eba_GA:AT
f_20.04,f_20.04,r0100,c0010,dp5487433,32562735,eba_GA:US
f_20.04,f_20.04,r0100,c0010,dp5487433,3702010,eba_GA:FI
f_20.04,f_20.04,r0100,c0010,dp5487433,48764841,eba_GA:DE
f_20.04,f_20.04,r0100,c0012,dp5487772,17925477,eba_GA:FR
f_20.04,f_20.04,r0100,c0012,dp5487772,17989517,eba_GA:PL
f_20.04,f_20.04,r0100,c0012,dp5487772,20622169,eba_GA:AT
f_20.04,f_20.04,r0100,c0012,dp5487772,32562735,eba_GA:US
f_20.04,f_20.04,r0100,c0012,dp5487772,3702010,eba_GA:FI
f_20.04,f_20.04,r0100,c0012,dp5487772,48764841,eba_GA:DE
f_20.04,f_20.04,r0100,c0031,dp5487933,-16382,eba_GA:PL
f_20.04,f_20.04,r0100,c0031,dp5487933,-2070,eba_GA:AT
f_20.04,f_20.04,r0100,c0031,dp5487933,-22304,eba_GA:FR
f_20.04,f_20.04,r0100,c0031,dp5487933,-3364,eba_GA:US
f_20.04,f_20.04,r0100,c0031,dp5487933,-494,eba_GA:FI
f_20.04,f_20.04,r0100,c0031,dp5487933,-5756,eba_GA:DE
f_20.04,f_20.04,r0110,c0010,dp5487436,10907048,eba_GA:AU
f_20.04,f_20.04,r0110,c0010,dp5487436,14633604,eba_GA:CH
f_20.04,f_20.04,r0110,c0010,dp5487436,1544447,eba_GA:SE
f_20.04,f_20.04,r0110,c0010,dp5487436,16550578,eba_GA:LU
f_20.04,f_20.04,r0110,c0010,dp5487436,17259975,eba_GA:CA
f_20.04,f_20.04,r0110,c0010,dp5487436,22738863,eba_GA:NL
f_20.04,f_20.04,r0110,c0010,dp5487436,23316556,eba_GA:FR
f_20.04,f_20.04,r0110,c0010,dp5487436,34080096,eba_GA:US
f_20.04,f_20.04,r0110,c0010,dp5487436,80791639,eba_GA:DE
f_20.04,f_20.04,r0110,c0010,dp5487436,9833160,eba_GA:ES
f_20.04,f_20.04,r0110,c0012,dp5487628,10907048,eba_GA:AU
f_20.04,f_20.04,r0110,c0012,dp5487628,14633604,eba_GA:CH
f_20.04,f_20.04,r0110,c0012,dp5487628,1544447,eba_GA:SE
f_20.04,f_20.04,r0110,c0012,dp5487628,16550578,eba_GA:LU
f_20.04,f_20.04,r0110,c0012,dp5487628,17259975,eba_GA:CA
f_20.04,f_20.04,r0110,c0012,dp5487628,22738863,eba_GA:NL
f_20.04,f_20.04,r0110,c0012,dp5487628,23316556,eba_GA:FR
f_20.04,f_20.04,r0110,c0012,dp5487628,34080096,eba_GA:US
f_20.04,f_20.04,r0110,c0012,dp5487628,80791639,eba_GA:DE
f_20.04,f_20.04,r0110,c0012,dp5487628,9833160,eba_GA:ES
f_20.04,f_20.04,r0110,c0031,dp5487935,-10484,eba_GA:CA
f_20.04,f_20.04,r0110,c0031,dp5487935,-1542,eba_GA:CH
f_20.04,f_20.04,r0110,c0031,dp5487935,-1656,eba_GA:LU
f_20.04,f_20.04,r0110,c0031,dp5487935,-19,eba_GA:SE
f_20.04,f_20.04,r0110,c0031,dp5487935,-2313,eba_GA:NL
f_20.04,f_20.04,r0110,c0031,dp5487935,-25643,eba_GA:FR
f_20.04,f_20.04,r0110,c0031,dp5487935,-30642,eba_GA:US
f_20.04,f_20.04,r0110,c0031,dp5487935,-3282,eba_GA:AU
f_20.04,f_20.04,r0110,c0031,dp5487935,-4095,eba_GA:ES
f_20.04,f_20.04,r0110,c0031,dp5487935,-40992,eba_GA:DE
f_20.04,f_20.04,r0120,c0010,dp5487437,1370190,eba_GA:US
f_20.04,f_20.04,r0120,c0010,dp5487437,1720047,eba_GA:qx2000
f_20.04,f_20.04,r0120,c0010,dp5487437,18281371,eba_GA:NL
f_20.04,f_20.04,r0120,c0012,dp5487627,1370190,eba_GA:US
f_20.04,f_20.04,r0120,c0012,dp5487627,1720047,eba_GA:qx2000
f_20.04,f_20.04,r0120,c0012,dp5487627,18281371,eba_GA:NL
f_20.04,f_20.04,r0120,c0031,dp5487936,-734,eba_GA:US
f_20.04,f_20.04,r0120,c0031,dp5487936,-8978,eba_GA:NL
f_20.04,f_20.04,r0120,c0031,dp5487936,-96,eba_GA:qx2000
f_20.04,f_20.04,r0130,c0010,dp5487720,909762,eba_GA:DE
f_20.04,f_20.04,r0130,c0012,dp5487770,909762,eba_GA:DE
f_20.04,f_20.04,r0130,c0031,dp5487920,-203,eba_GA:DE
f_20.04,f_20.04,r0140,c0010,dp5487613,0,eba_GA:HR
f_20.04,f_20.04,r0140,c0010,dp5487613,10021093,eba_GA:NL
f_20.04,f_20.04,r0140,c0010,dp5487613,1374,eba_GA:VG
f_20.04,f_20.04,r0140,c0010,dp5487613,165,eba_GA:ZA
f_20.04,f_20.04,r0140,c0010,dp5487613,177053,eba_GA:LI
f_20.04,f_20.04,r0140,c0010,dp5487613,2,eba_GA:JP
f_20.04,f_20.04,r0140,c0010,dp5487613,2299663,eba_GA:IT
f_20.04,f_20.04,r0140,c0010,dp5487613,2507718,eba_GA:AT
f_20.04,f_20.04,r0140,c0010,dp5487613,265,eba_GA:SA
f_20.04,f_20.04,r0140,c0010,dp5487613,342445737,eba_GA:DE
f_20.04,f_20.04,r0140,c0010,dp5487613,4105204,eba_GA:US
f_20.04,f_20.04,r0140,c0010,dp5487613,455813,eba_GA:LU
f_20.04,f_20.04,r0140,c0010,dp5487613,46521,eba_GA:FR
f_20.04,f_20.04,r0140,c0010,dp5487613,5141055,eba_GA:ES
f_20.04,f_20.04,r0140,c0010,dp5487613,700957,eba_GA:HU
f_20.04,f_20.04,r0140,c0010,dp5487613,7315,eba_GA:HK
f_20.04,f_20.04,r0140,c0010,dp5487613,774776,eba_GA:LT
f_20.04,f_20.04,r0140,c0010,dp5487613,96186157,eba_GA:CH
f_20.04,f_20.04,r0140,c0012,dp5487547,0,eba_GA:HR
f_20.04,f_20.04,r0140,c0012,dp5487547,10021093,eba_GA:NL
f_20.04,f_20.04,r0140,c0012,dp5487547,1374,eba_GA:VG
f_20.04,f_20.04,r0140,c0012,dp5487547,165,eba_GA:ZA
f_20.04,f_20.04,r0140,c0012,dp5487547,177053,eba_GA:LI
f_20.04,f_20.04,r0140,c0012,dp5487547,2,eba_GA:JP
f_20.04,f_20.04,r0140,c0012,dp5487547,2299663,eba_GA:IT
f_20.04,f_20.04,r0140,c0012,dp5487547,2507718,eba_GA:AT
f_20.04,f_20.04,r0140,c0012,dp5487547,265,eba_GA:SA
f_20.04,f_20.04,r0140,c0012,dp5487547,342445737,eba_GA:DE
f_20.04,f_20.04,r0140,c0012,dp5487547,4105204,eba_GA:US
f_20.04,f_20.04,r0140,c0012,dp5487547,455813,eba_GA:LU
f_20.04,f_20.04,r0140,c0012,dp5487547,46521,eba_GA:FR
f_20.04,f_20.04,r0140,c0012,dp5487547,5141055,eba_GA:ES
f_20.04,f_20.04,r0140,c0012,dp5487547,700957,eba_GA:HU
f_20.04,f_20.04,r0140,c0012,dp5487547,7315,eba_GA:HK
f_20.04,f_20.04,r0140,c0012,dp5487547,774776,eba_GA:LT
f_20.04,f_20.04,r0140,c0012,dp5487547,96186157,eba_GA:CH
f_20.04,f_20.04,r0140,c0025,dp5487830,597817,eba_GA:DE
f_20.04,f_20.04,r0140,c0026,dp5487783,597817,eba_GA:DE
f_20.04,f_20.04,r0140,c0031,dp5487914,-3943,eba_GA:AT
f_20.04,f_20.04,r0140,c0031,dp5487914,-5003,eba_GA:NL
f_20.04,f_20.04,r0140,c0031,dp5487914,-519930,eba_GA:DE
f_20.04,f_20.04,r0170,c0010,dp5487465,163552663,eba_GA:DE
f_20.04,f_20.04,r0170,c0012,dp5487544,163552663,eba_GA:DE
f_20.04,f_20.04,r0170,c0031,dp5487930,-28797,eba_GA:DE
f_20.04,f_20.04,r0180,c0010,dp5487461,10005448,eba_GA:NL
f_20.04,f_20.04,r0180,c0010,dp5487461,2299659,eba_GA:IT
f_20.04,f_20.04,r0180,c0010,dp5487461,3822370,eba_GA:US
f_20.04,f_20.04,r0180,c0010,dp5487461,7657483,eba_GA:DE
f_20.04,f_20.04,r0180,c0010,dp5487461,954273,eba_GA:CH
f_20.04,f_20.04,r0180,c0012,dp5487543,10005448,eba_GA:NL
f_20.04,f_20.04,r0180,c0012,dp5487543,2299659,eba_GA:IT
f_20.04,f_20.04,r0180,c0012,dp5487543,3822370,eba_GA:US
f_20.04,f_20.04,r0180,c0012,dp5487543,7657483,eba_GA:DE
f_20.04,f_20.04,r0180,c0012,dp5487543,954273,eba_GA:CH
f_20.04,f_20.04,r0180,c0031,dp5487918,-5003,eba_GA:NL
f_20.04,f_20.04,r0190,c0010,dp5487743,1007926,eba_GA:AT
f_20.04,f_20.04,r0190,c0010,dp5487743,1374,eba_GA:VG
f_20.04,f_20.04,r0190,c0010,dp5487743,15645,eba_GA:NL
f_20.04,f_20.04,r0190,c0010,dp5487743,455813,eba_GA:LU
f_20.04,f_20.04,r0190,c0010,dp5487743,46521,eba_GA:FR
f_20.04,f_20.04,r0190,c0010,dp5487743,49365599,eba_GA:DE
f_20.04,f_20.04,r0190,c0010,dp5487743,5000,eba_GA:CH
f_20.04,f_20.04,r0190,c0010,dp5487743,5141055,eba_GA:ES
f_20.04,f_20.04,r0190,c0012,dp5487757,1007926,eba_GA:AT
f_20.04,f_20.04,r0190,c0012,dp5487757,1374,eba_GA:VG
f_20.04,f_20.04,r0190,c0012,dp5487757,15645,eba_GA:NL
f_20.04,f_20.04,r0190,c0012,dp5487757,455813,eba_GA:LU
f_20.04,f_20.04,r0190,c0012,dp5487757,46521,eba_GA:FR
f_20.04,f_20.04,r0190,c0012,dp5487757,49365599,eba_GA:DE
f_20.04,f_20.04,r0190,c0012,dp5487757,5000,eba_GA:CH
f_20.04,f_20.04,r0190,c0012,dp5487757,5141055,eba_GA:ES
f_20.04,f_20.04,r0190,c0025,dp5487831,535500,eba_GA:DE
f_20.04,f_20.04,r0190,c0026,dp5487548,535500,eba_GA:DE
f_20.04,f_20.04,r0190,c0031,dp5487887,-3943,eba_GA:AT
f_20.04,f_20.04,r0190,c0031,dp5487887,-450000,eba_GA:DE
f_20.04,f_20.04,r0200,c0010,dp5487463,1374,eba_GA:VG
f_20.04,f_20.04,r0200,c0010,dp5487463,15645,eba_GA:NL
f_20.04,f_20.04,r0200,c0010,dp5487463,455813,eba_GA:LU
f_20.04,f_20.04,r0200,c0010,dp5487463,49341692,eba_GA:DE
f_20.04,f_20.04,r0200,c0010,dp5487463,5000,eba_GA:CH
f_20.04,f_20.04,r0200,c0010,dp5487463,5141055,eba_GA:ES
f_20.04,f_20.04,r0200,c0012,dp5487788,1374,eba_GA:VG
f_20.04,f_20.04,r0200,c0012,dp5487788,15645,eba_GA:NL
f_20.04,f_20.04,r0200,c0012,dp5487788,455813,eba_GA:LU
f_20.04,f_20.04,r0200,c0012,dp5487788,49341692,eba_GA:DE
f_20.04,f_20.04,r0200,c0012,dp5487788,5000,eba_GA:CH
f_20.04,f_20.04,r0200,c0012,dp5487788,5141055,eba_GA:ES
f_20.04,f_20.04,r0200,c0025,dp5487470,535500,eba_GA:DE
f_20.04,f_20.04,r0200,c0026,dp5487538,535500,eba_GA:DE
f_20.04,f_20.04,r0200,c0031,dp5487917,-450000,eba_GA:DE
f_20.04,f_20.04,r0220,c0010,dp5487735,0,eba_GA:HR
f_20.04,f_20.04,r0220,c0010,dp5487735,121869992,eba_GA:DE
f_20.04,f_20.04,r0220,c0010,dp5487735,1499792,eba_GA:AT
f_20.04,f_20.04,r0220,c0010,dp5487735,165,eba_GA:ZA
f_20.04,f_20.04,r0220,c0010,dp5487735,177053,eba_GA:LI
f_20.04,f_20.04,r0220,c0010,dp5487735,2,eba_GA:JP
f_20.04,f_20.04,r0220,c0010,dp5487735,265,eba_GA:SA
f_20.04,f_20.04,r0220,c0010,dp5487735,282834,eba_GA:US
f_20.04,f_20.04,r0220,c0010,dp5487735,5,eba_GA:IT
f_20.04,f_20.04,r0220,c0010,dp5487735,700957,eba_GA:HU
f_20.04,f_20.04,r0220,c0010,dp5487735,7315,eba_GA:HK
