IdTab_file,IdTab,Row,Column,Datapoint,factValue,qOOR
f_20.04,f_20.04,r0220,c0010,dp5487735,774776,eba_GA:LT
f_20.04,f_20.04,r0220,c0010,dp5487735,95226884,eba_GA:CH
f_20.04,f_20.04,r0220,c0012,dp5487542,0,eba_GA:HR
f_20.04,f_20.04,r0220,c0012,dp5487542,121869992,eba_GA:DE
f_20.04,f_20.04,r0220,c0012,dp5487542,1499792,eba_GA:AT
f_20.04,f_20.04,r0220,c0012,dp5487542,165,eba_GA:ZA
f_20.04,f_20.04,r0220,c0012,dp5487542,177053,eba_GA:LI
f_20.04,f_20.04,r0220,c0012,dp5487542,2,eba_GA:JP
f_20.04,f_20.04,r0220,c0012,dp5487542,265,eba_GA:SA
f_20.04,f_20.04,r0220,c0012,dp5487542,282834,eba_GA:US
f_20.04,f_20.04,r0220,c0012,dp5487542,5,eba_GA:IT
f_20.04,f_20.04,r0220,c0012,dp5487542,700957,eba_GA:HU
f_20.04,f_20.04,r0220,c0012,dp5487542,7315,eba_GA:HK
f_20.04,f_20.04,r0220,c0012,dp5487542,774776,eba_GA:LT
f_20.04,f_20.04,r0220,c0012,dp5487542,95226884,eba_GA:CH
f_20.04,f_20.04,r0220,c0025,dp5487748,62317,eba_GA:DE
f_20.04,f_20.04,r0220,c0026,dp5487784,62317,eba_GA:DE
f_20.04,f_20.04,r0220,c0031,dp5487931,-41133,eba_GA:DE
f_20.04,f_20.04,r0230,c0010,dp5487460,13064170,eba_GA:DE
f_20.04,f_20.04,r0230,c0010,dp5487460,177053,eba_GA:LI
f_20.04,f_20.04,r0230,c0010,dp5487460,72665288,eba_GA:CH
f_20.04,f_20.04,r0230,c0012,dp5487541,13064170,eba_GA:DE
f_20.04,f_20.04,r0230,c0012,dp5487541,177053,eba_GA:LI
f_20.04,f_20.04,r0230,c0012,dp5487541,72665288,eba_GA:CH
f_20.05.a,f_20.05.a,r0010,c0010,dp5486602,14595548,eba_GA:DE
f_20.05.a,f_20.05.a,r0010,c0010,dp5486602,5517416,eba_GA:CH
f_20.05.a,f_20.05.a,r0020,c0010,dp5486603,10000,eba_GA:LT
f_20.05.a,f_20.05.a,r0020,c0010,dp5486603,10877,eba_GA:JP
f_20.05.a,f_20.05.a,r0020,c0010,dp5486603,13046,eba_GA:VG
f_20.05.a,f_20.05.a,r0020,c0010,dp5486603,15000,eba_GA:IT
f_20.05.a,f_20.05.a,r0020,c0010,dp5486603,2266066,eba_GA:DE
f_20.05.a,f_20.05.a,r0020,c0010,dp5486603,43507,eba_GA:GB
f_20.05.a,f_20.05.a,r0020,c0010,dp5486603,67435,eba_GA:CH
f_20.05.a,f_20.05.a,r0030,c0010,dp5486593,300000,eba_GA:DE
f_20.05.b,f_20.05.b,r0010,c0030,dp5486444,22494,eba_GA:DE
f_20.06,f_20.06,r0010,c0010,dp5486450,1539681,eba_GA:CH
f_20.06,f_20.06,r0010,c0010,dp5486450,166,eba_GA:US
f_20.06,f_20.06,r0010,c0010,dp5486450,21457,eba_GA:NL
f_20.06,f_20.06,r0010,c0010,dp5486450,303152,eba_GA:DE
f_20.06,f_20.06,r0020,c0010,dp5486449,303152,eba_GA:DE
f_20.06,f_20.06,r0020,c0010,dp5486449,425242,eba_GA:CH
f_20.06,f_20.06,r0030,c0010,dp5486448,15128,eba_GA:CH
f_20.06,f_20.06,r0070,c0010,dp5486071,101804,eba_GA:HK
f_20.06,f_20.06,r0070,c0010,dp5486071,1048732,eba_GA:NL
f_20.06,f_20.06,r0070,c0010,dp5486071,1100214,eba_GA:CY
f_20.06,f_20.06,r0070,c0010,dp5486071,110024,eba_GA:SI
f_20.06,f_20.06,r0070,c0010,dp5486071,1117,eba_GA:IM
f_20.06,f_20.06,r0070,c0010,dp5486071,111939,eba_GA:MT
f_20.06,f_20.06,r0070,c0010,dp5486071,1283001981,eba_GA:DE
f_20.06,f_20.06,r0070,c0010,dp5486071,141524,eba_GA:AO
f_20.06,f_20.06,r0070,c0010,dp5486071,14690,eba_GA:DK
f_20.06,f_20.06,r0070,c0010,dp5486071,153,eba_GA:SD
f_20.06,f_20.06,r0070,c0010,dp5486071,185335,eba_GA:BR
f_20.06,f_20.06,r0070,c0010,dp5486071,19090,eba_GA:MH
f_20.06,f_20.06,r0070,c0010,dp5486071,19500,eba_GA:PY
f_20.06,f_20.06,r0070,c0010,dp5486071,198262,eba_GA:SG
f_20.06,f_20.06,r0070,c0010,dp5486071,207296,eba_GA:CN
f_20.06,f_20.06,r0070,c0010,dp5486071,208814,eba_GA:CL
f_20.06,f_20.06,r0070,c0010,dp5486071,2093274,eba_GA:IT
f_20.06,f_20.06,r0070,c0010,dp5486071,2117715,eba_GA:AT
f_20.06,f_20.06,r0070,c0010,dp5486071,216536,eba_GA:SK
f_20.06,f_20.06,r0070,c0010,dp5486071,217917,eba_GA:SE
f_20.06,f_20.06,r0070,c0010,dp5486071,222151,eba_GA:JP
f_20.06,f_20.06,r0070,c0010,dp5486071,229961703,eba_GA:CH
f_20.06,f_20.06,r0070,c0010,dp5486071,23258,eba_GA:SC
f_20.06,f_20.06,r0070,c0010,dp5486071,260308,eba_GA:CA
f_20.06,f_20.06,r0070,c0010,dp5486071,26705,eba_GA:CZ
f_20.06,f_20.06,r0070,c0010,dp5486071,26876,eba_GA:CR
f_20.06,f_20.06,r0070,c0010,dp5486071,2733,eba_GA:AR
f_20.06,f_20.06,r0070,c0010,dp5486071,3072,eba_GA:GR
f_20.06,f_20.06,r0070,c0010,dp5486071,358140,eba_GA:PT
f_20.06,f_20.06,r0070,c0010,dp5486071,362545,eba_GA:TH
f_20.06,f_20.06,r0070,c0010,dp5486071,3659,eba_GA:KY
f_20.06,f_20.06,r0070,c0010,dp5486071,3868223,eba_GA:LI
f_20.06,f_20.06,r0070,c0010,dp5486071,3921,eba_GA:IN
f_20.06,f_20.06,r0070,c0010,dp5486071,401018,eba_GA:FR
f_20.06,f_20.06,r0070,c0010,dp5486071,402079,eba_GA:ZA
f_20.06,f_20.06,r0070,c0010,dp5486071,4078171,eba_GA:LU
f_20.06,f_20.06,r0070,c0010,dp5486071,4444,eba_GA:BE
f_20.06,f_20.06,r0070,c0010,dp5486071,45246,eba_GA:HR
f_20.06,f_20.06,r0070,c0010,dp5486071,460,eba_GA:GG
f_20.06,f_20.06,r0070,c0010,dp5486071,4831275,eba_GA:US
f_20.06,f_20.06,r0070,c0010,dp5486071,5649,eba_GA:AU
f_20.06,f_20.06,r0070,c0010,dp5486071,607119,eba_GA:HU
f_20.06,f_20.06,r0070,c0010,dp5486071,622012,eba_GA:ES
f_20.06,f_20.06,r0070,c0010,dp5486071,680464,eba_GA:LT
f_20.06,f_20.06,r0070,c0010,dp5486071,71747,eba_GA:IE
f_20.06,f_20.06,r0070,c0010,dp5486071,732094,eba_GA:TR
f_20.06,f_20.06,r0070,c0010,dp5486071,75991,eba_GA:BG
f_20.06,f_20.06,r0070,c0010,dp5486071,763997,eba_GA:AE
f_20.06,f_20.06,r0070,c0010,dp5486071,76768,eba_GA:PL
f_20.06,f_20.06,r0070,c0010,dp5486071,818323,eba_GA:VG
f_20.06,f_20.06,r0070,c0010,dp5486071,8390283,eba_GA:GB
f_20.06,f_20.06,r0090,c0010,dp5486447,8817351,eba_GA:DE
f_20.06,f_20.06,r0100,c0010,dp5486072,288447,eba_GA:LI
f_20.06,f_20.06,r0100,c0010,dp5486072,351000,eba_GA:LU
f_20.06,f_20.06,r0100,c0010,dp5486072,4444,eba_GA:BE
f_20.06,f_20.06,r0100,c0010,dp5486072,52105777,eba_GA:DE
f_20.06,f_20.06,r0100,c0010,dp5486072,7407915,eba_GA:GB
f_20.06,f_20.06,r0100,c0010,dp5486072,80332892,eba_GA:CH
f_20.06,f_20.06,r0110,c0010,dp5486074,103801491,eba_GA:CH
f_20.06,f_20.06,r0110,c0010,dp5486074,15793791,eba_GA:DE
f_20.06,f_20.06,r0110,c0010,dp5486074,18309,eba_GA:CR
f_20.06,f_20.06,r0110,c0010,dp5486074,19090,eba_GA:MH
f_20.06,f_20.06,r0110,c0010,dp5486074,23258,eba_GA:SC
f_20.06,f_20.06,r0110,c0010,dp5486074,2344911,eba_GA:US
f_20.06,f_20.06,r0110,c0010,dp5486074,238894,eba_GA:VG
f_20.06,f_20.06,r0110,c0010,dp5486074,3088337,eba_GA:LI
f_20.06,f_20.06,r0110,c0010,dp5486074,3323272,eba_GA:LU
f_20.06,f_20.06,r0110,c0010,dp5486074,829890,eba_GA:IT
f_20.06,f_20.06,r0120,c0010,dp5486073,1117,eba_GA:IM
f_20.06,f_20.06,r0120,c0010,dp5486073,111939,eba_GA:MT
f_20.06,f_20.06,r0120,c0010,dp5486073,1326,eba_GA:US
f_20.06,f_20.06,r0120,c0010,dp5486073,153,eba_GA:SD
f_20.06,f_20.06,r0120,c0010,dp5486073,165664,eba_GA:ES
f_20.06,f_20.06,r0120,c0010,dp5486073,1977,eba_GA:CA
f_20.06,f_20.06,r0120,c0010,dp5486073,215073,eba_GA:SK
f_20.06,f_20.06,r0120,c0010,dp5486073,219507,eba_GA:HU
f_20.06,f_20.06,r0120,c0010,dp5486073,271575,eba_GA:NL
f_20.06,f_20.06,r0120,c0010,dp5486073,284069,eba_GA:AT
f_20.06,f_20.06,r0120,c0010,dp5486073,340,eba_GA:DK
f_20.06,f_20.06,r0120,c0010,dp5486073,355365180,eba_GA:DE
f_20.06,f_20.06,r0120,c0010,dp5486073,360984,eba_GA:LU
f_20.06,f_20.06,r0120,c0010,dp5486073,45336,eba_GA:SI
f_20.06,f_20.06,r0120,c0010,dp5486073,579429,eba_GA:VG
f_20.06,f_20.06,r0120,c0010,dp5486073,8400963,eba_GA:CH
f_20.06,f_20.06,r0120,c0010,dp5486073,84110,eba_GA:SG
f_20.06,f_20.06,r0120,c0010,dp5486073,91715,eba_GA:LI
f_20.06,f_20.06,r0130,c0010,dp5486445,101804,eba_GA:HK
f_20.06,f_20.06,r0130,c0010,dp5486445,1100214,eba_GA:CY
f_20.06,f_20.06,r0130,c0010,dp5486445,114152,eba_GA:SG
f_20.06,f_20.06,r0130,c0010,dp5486445,1263385,eba_GA:IT
f_20.06,f_20.06,r0130,c0010,dp5486445,141524,eba_GA:AO
f_20.06,f_20.06,r0130,c0010,dp5486445,14350,eba_GA:DK
f_20.06,f_20.06,r0130,c0010,dp5486445,1463,eba_GA:SK
f_20.06,f_20.06,r0130,c0010,dp5486445,1833647,eba_GA:AT
f_20.06,f_20.06,r0130,c0010,dp5486445,185335,eba_GA:BR
f_20.06,f_20.06,r0130,c0010,dp5486445,19500,eba_GA:PY
f_20.06,f_20.06,r0130,c0010,dp5486445,207296,eba_GA:CN
f_20.06,f_20.06,r0130,c0010,dp5486445,208814,eba_GA:CL
f_20.06,f_20.06,r0130,c0010,dp5486445,217917,eba_GA:SE
f_20.06,f_20.06,r0130,c0010,dp5486445,222151,eba_GA:JP
f_20.06,f_20.06,r0130,c0010,dp5486445,2485038,eba_GA:US
f_20.06,f_20.06,r0130,c0010,dp5486445,258331,eba_GA:CA
f_20.06,f_20.06,r0130,c0010,dp5486445,26705,eba_GA:CZ
f_20.06,f_20.06,r0130,c0010,dp5486445,2733,eba_GA:AR
f_20.06,f_20.06,r0130,c0010,dp5486445,3072,eba_GA:GR
f_20.06,f_20.06,r0130,c0010,dp5486445,358140,eba_GA:PT
f_20.06,f_20.06,r0130,c0010,dp5486445,362545,eba_GA:TH
f_20.06,f_20.06,r0130,c0010,dp5486445,3659,eba_GA:KY
f_20.06,f_20.06,r0130,c0010,dp5486445,37426356,eba_GA:CH
f_20.06,f_20.06,r0130,c0010,dp5486445,387612,eba_GA:HU
f_20.06,f_20.06,r0130,c0010,dp5486445,3921,eba_GA:IN
f_20.06,f_20.06,r0130,c0010,dp5486445,399724,eba_GA:LI
f_20.06,f_20.06,r0130,c0010,dp5486445,401018,eba_GA:FR
f_20.06,f_20.06,r0130,c0010,dp5486445,402079,eba_GA:ZA
f_20.06,f_20.06,r0130,c0010,dp5486445,42915,eba_GA:LU
f_20.06,f_20.06,r0130,c0010,dp5486445,45246,eba_GA:HR
f_20.06,f_20.06,r0130,c0010,dp5486445,456349,eba_GA:ES
f_20.06,f_20.06,r0130,c0010,dp5486445,460,eba_GA:GG
f_20.06,f_20.06,r0130,c0010,dp5486445,5649,eba_GA:AU
f_20.06,f_20.06,r0130,c0010,dp5486445,64688,eba_GA:SI
f_20.06,f_20.06,r0130,c0010,dp5486445,680464,eba_GA:LT
f_20.06,f_20.06,r0130,c0010,dp5486445,71747,eba_GA:IE
f_20.06,f_20.06,r0130,c0010,dp5486445,732094,eba_GA:TR
f_20.06,f_20.06,r0130,c0010,dp5486445,75991,eba_GA:BG
f_20.06,f_20.06,r0130,c0010,dp5486445,763997,eba_GA:AE
f_20.06,f_20.06,r0130,c0010,dp5486445,76768,eba_GA:PL
f_20.06,f_20.06,r0130,c0010,dp5486445,777157,eba_GA:NL
f_20.06,f_20.06,r0130,c0010,dp5486445,850919882,eba_GA:DE
f_20.06,f_20.06,r0130,c0010,dp5486445,8567,eba_GA:CR
f_20.06,f_20.06,r0130,c0010,dp5486445,982367,eba_GA:GB
f_20.07.1,f_20.07.1,r0030,c0010,dp5487606,0,eba_GA:CH
f_20.07.1,f_20.07.1,r0030,c0010,dp5487606,1354844,eba_GA:DE
f_20.07.1,f_20.07.1,r0030,c0011,dp5487607,0,eba_GA:CH
f_20.07.1,f_20.07.1,r0030,c0011,dp5487607,1354844,eba_GA:DE
f_20.07.1,f_20.07.1,r0040,c0010,dp5487827,20905,eba_GA:DE
f_20.07.1,f_20.07.1,r0040,c0011,dp5487605,20905,eba_GA:DE
f_20.07.1,f_20.07.1,r0060,c0010,dp5487599,18173,eba_GA:DE
f_20.07.1,f_20.07.1,r0060,c0010,dp5487599,46521,eba_GA:FR
f_20.07.1,f_20.07.1,r0060,c0011,dp5487600,18173,eba_GA:DE
f_20.07.1,f_20.07.1,r0060,c0011,dp5487600,46521,eba_GA:FR
f_20.07.1,f_20.07.1,r0070,c0010,dp5487824,611786,eba_GA:DE
f_20.07.1,f_20.07.1,r0070,c0011,dp5487598,611786,eba_GA:DE
f_20.07.1,f_20.07.1,r0100,c0010,dp5487596,13798,eba_GA:DE
f_20.07.1,f_20.07.1,r0100,c0011,dp5487818,13798,eba_GA:DE
f_20.07.1,f_20.07.1,r0110,c0010,dp5487594,1007260,eba_GA:DE
f_20.07.1,f_20.07.1,r0110,c0010,dp5487594,5141055,eba_GA:ES
f_20.07.1,f_20.07.1,r0110,c0011,dp5487816,1007260,eba_GA:DE
f_20.07.1,f_20.07.1,r0110,c0011,dp5487816,5141055,eba_GA:ES
f_20.07.1,f_20.07.1,r0120,c0010,dp5487815,8340269,eba_GA:DE
f_20.07.1,f_20.07.1,r0120,c0011,dp5487593,8340269,eba_GA:DE
f_20.07.1,f_20.07.1,r0130,c0010,dp5487479,30556306,eba_GA:DE
f_20.07.1,f_20.07.1,r0130,c0011,dp5487480,30556306,eba_GA:DE
f_20.07.1,f_20.07.1,r0180,c0010,dp5487660,1007926,eba_GA:AT
f_20.07.1,f_20.07.1,r0180,c0010,dp5487660,1374,eba_GA:VG
f_20.07.1,f_20.07.1,r0180,c0010,dp5487660,15645,eba_GA:NL
f_20.07.1,f_20.07.1,r0180,c0010,dp5487660,455813,eba_GA:LU
f_20.07.1,f_20.07.1,r0180,c0010,dp5487660,5000,eba_GA:CH
f_20.07.1,f_20.07.1,r0180,c0010,dp5487660,7442257,eba_GA:DE
f_20.07.1,f_20.07.1,r0180,c0011,dp5487807,1007926,eba_GA:AT
f_20.07.1,f_20.07.1,r0180,c0011,dp5487807,1374,eba_GA:VG
f_20.07.1,f_20.07.1,r0180,c0011,dp5487807,15645,eba_GA:NL
f_20.07.1,f_20.07.1,r0180,c0011,dp5487807,455813,eba_GA:LU
f_20.07.1,f_20.07.1,r0180,c0011,dp5487807,5000,eba_GA:CH
f_20.07.1,f_20.07.1,r0180,c0011,dp5487807,7442257,eba_GA:DE
f_20.07.1,f_20.07.1,r0180,c0012,dp5487671,535500,eba_GA:DE
f_20.07.1,f_20.07.1,r0180,c0021,dp5487929,-3943,eba_GA:AT
f_20.07.1,f_20.07.1,r0180,c0021,dp5487929,-450000,eba_GA:DE
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,1007926,eba_GA:AT
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,1374,eba_GA:VG
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,15645,eba_GA:NL
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,455813,eba_GA:LU
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,46521,eba_GA:FR
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,49365599,eba_GA:DE
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,5000,eba_GA:CH
f_20.07.1,f_20.07.1,r0190,c0010,dp5487614,5141055,eba_GA:ES
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,1007926,eba_GA:AT
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,1374,eba_GA:VG
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,15645,eba_GA:NL
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,455813,eba_GA:LU
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,46521,eba_GA:FR
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,49365599,eba_GA:DE
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,5000,eba_GA:CH
f_20.07.1,f_20.07.1,r0190,c0011,dp5487757,5141055,eba_GA:ES
f_20.07.1,f_20.07.1,r0190,c0012,dp5487831,535500,eba_GA:DE
f_20.07.1,f_20.07.1,r0190,c0021,dp5487887,-3943,eba_GA:AT
f_20.07.1,f_20.07.1,r0190,c0021,dp5487887,-450000,eba_GA:DE
f_22.01,f_22.01,r0010,c0010,dp33870,40729632,
f_22.01,f_22.01,r0020,c0010,dp33889,3572726,
f_22.01,f_22.01,r0040,c0010,dp33892,3532921,
f_22.01,f_22.01,r0050,c0010,dp33891,39805,
f_22.01,f_22.01,r0051,c0010,dp433804,1273274,
f_22.01,f_22.01,r0052,c0010,dp433805,1273274,
f_22.01,f_22.01,r0055,c0010,dp433808,335826,
f_22.01,f_22.01,r0070,c0010,dp33877,26252194,
f_22.01,f_22.01,r0080,c0010,dp33880,2527327,
f_22.01,f_22.01,r0100,c0010,dp33882,2527327,
f_22.01,f_22.01,r0120,c0010,dp33887,68658,
f_22.01,f_22.01,r0131,c0010,dp433818,31625,
f_22.01,f_22.01,r0132,c0010,dp433809,31582,
f_22.01,f_22.01,r0135,c0010,dp433812,44,
f_22.01,f_22.01,r0140,c0010,dp33883,2553139,
f_22.01,f_22.01,r0150,c0010,dp33884,2537481,
f_22.01,f_22.01,r0170,c0010,dp33886,15658,
f_22.01,f_22.01,r0213,c0010,dp433814,3974294,
f_22.01,f_22.01,r0220,c0010,dp33876,140570,
f_22.01,f_22.01,r0230,c0010,dp33821,13483150,
f_22.01,f_22.01,r0235,c0010,dp433795,3838792,
f_22.01,f_22.01,r0245,c0010,dp433793,3539500,
f_22.01,f_22.01,r0250,c0010,dp33829,4937048,
f_22.01,f_22.01,r0255,c0010,dp433794,6994,
f_22.01,f_22.01,r0256,c0010,dp433797,3306,
f_22.01,f_22.01,r0270,c0010,dp33813,351,
f_22.01,f_22.01,r0281,c0010,dp433798,821385,
f_22.01,f_22.01,r0282,c0010,dp433796,1822,
f_22.01,f_22.01,r0290,c0010,dp33827,337258,
f_22.02,f_22.02,r0010,c0010,dp31981,15946981293,
f_22.02,f_22.02,r0020,c0010,dp31982,2182519229,
f_22.02,f_22.02,r0040,c0010,dp31983,13764462064,
f_22.02,f_22.02,r0060,c0010,dp31986,4343138543,
f_22.02,f_22.02,r0080,c0010,dp31988,4343138543,
f_25.01.b,f_25.01.b,r0010,c0010,dp433579,0,
f_25.02.a,f_25.02.a,r0010,c0010,dp433570,0,
f_25.03.b,f_25.03.b,r0010,c0010,dp429257,0,
f_04.01,,,,dp11084,0,
f_04.01,,,,dp11108,1292390,
f_04.01,,,,dp11110,1292390,
